ipv4_address,user_agent,datetime
215.161.249.238,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; iw-IL) AppleWebKit/533.17.7 (KHTML; like Gecko) Version/4.0.5 Mobile/8B114 Safari/6533.17.7,2022-03-25 21:43:19
61.193.223.184,Opera/9.29.(Windows 98; Win 9x 4.90; st-ZA) Presto/2.9.162 Version/10.00,2022-03-26 15:29:39
75.184.90.35,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; bn-BD) AppleWebKit/534.16.4 (KHTML; like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.16.4,2022-03-15 02:52:28
3.61.115.204,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),2022-03-27 17:46:17
200.174.147.107,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; he-IL) AppleWebKit/531.19.1 (KHTML; like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.19.1,2022-03-21 16:24:57
144.207.244.15,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_3) AppleWebKit/531.1 (KHTML; like Gecko) Chrome/21.0.807.0 Safari/531.1,2022-03-17 01:47:20
12.176.233.148,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2012-02-20 09:27:19 Firefox/3.6.18,2022-03-12 07:39:37
216.97.189.103,Opera/8.16.(X11; Linux x86_64; kk-KZ) Presto/2.9.182 Version/11.00,2022-03-18 13:53:57
28.23.203.48,Opera/8.92.(Windows NT 6.1; hi-IN) Presto/2.9.178 Version/10.00,2022-03-21 07:18:17
168.37.147.128,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),2022-03-07 19:31:27
113.81.5.157,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML; like Gecko) Chrome/38.0.840.0 Safari/531.1,2022-03-04 00:36:15
196.174.76.32,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML; like Gecko) Chrome/15.0.882.0 Safari/534.1,2022-03-20 11:40:32
185.231.114.194,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),2022-03-18 12:00:54
147.52.4.109,Opera/9.50.(Windows CE; tk-TM) Presto/2.9.165 Version/11.00,2022-03-07 14:16:08
51.164.193.172,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fr-LU) AppleWebKit/534.19.1 (KHTML; like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.19.1,2022-03-24 13:22:30
142.163.143.190,Mozilla/5.0 (Windows CE) AppleWebKit/531.1 (KHTML; like Gecko) Chrome/19.0.819.0 Safari/531.1,2022-03-02 16:19:20
64.88.189.57,Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/531.1 (KHTML; like Gecko) Chrome/41.0.833.0 Safari/531.1,2022-03-24 07:50:48
168.100.104.100,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sq-ML) AppleWebKit/534.5.4 (KHTML; like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.5.4,2022-03-18 16:57:31
75.139.91.182,Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.2 (KHTML; like Gecko) Chrome/15.0.870.0 Safari/532.2,2022-02-28 22:54:24
140.252.237.170,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),2022-03-10 10:12:30
184.242.159.119,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6 rv:4.0; ms-MY) AppleWebKit/534.40.1 (KHTML; like Gecko) Version/5.0.1 Safari/534.40.1,2022-03-13 03:13:13
75.157.123.162,Mozilla/5.0 (Android 2.2.2; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,2022-03-24 19:14:59
217.68.69.43,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.0),2022-03-28 00:45:18
203.84.99.95,Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML; like Gecko) CriOS/30.0.891.0 Mobile/46G136 Safari/533.1,2022-03-10 20:14:51
5.209.116.176,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1),2022-03-23 06:06:21
38.93.254.124,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML; like Gecko) CriOS/13.0.873.0 Mobile/03V633 Safari/531.0,2022-03-15 23:21:30
20.69.84.127,Mozilla/5.0 (Windows NT 5.01; bs-BA; rv:1.9.1.20) Gecko/2016-08-10 05:48:46 Firefox/3.8,2022-03-17 16:33:43
100.181.59.162,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2017-05-28 03:43:49 Firefox/12.0,2022-03-12 22:25:50
168.164.135.107,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1 rv:5.0; ky-KG) AppleWebKit/535.47.5 (KHTML; like Gecko) Version/5.0 Safari/535.47.5,2022-02-28 15:29:07
210.200.162.173,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0) AppleWebKit/531.0 (KHTML; like Gecko) Chrome/58.0.893.0 Safari/531.0,2022-03-23 12:49:37
104.112.112.69,Mozilla/5.0 (Windows CE; ln-CD; rv:1.9.1.20) Gecko/2011-08-10 17:00:22 Firefox/12.0,2022-03-12 10:16:00
154.145.176.94,Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML; like Gecko) CriOS/25.0.833.0 Mobile/89X100 Safari/535.1,2022-03-09 09:49:37
211.77.215.208,Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.27.2 (KHTML; like Gecko) Version/4.0.3 Safari/534.27.2,2022-03-18 16:47:25
205.254.93.50,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML; like Gecko) Chrome/13.0.829.0 Safari/532.0,2022-03-02 06:13:52
81.252.53.236,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.1),2022-03-08 13:39:51
135.12.205.159,Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/531.2 (KHTML; like Gecko) Chrome/19.0.875.0 Safari/531.2,2022-03-14 17:21:42
189.131.8.120,Opera/9.51.(Windows NT 5.1; wo-SN) Presto/2.9.182 Version/12.00,2022-03-13 15:06:49
81.154.172.175,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.1),2022-03-09 18:37:48
10.159.64.176,Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/534.2 (KHTML; like Gecko) CriOS/25.0.843.0 Mobile/63C684 Safari/534.2,2022-03-13 00:13:30
29.53.181.18,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:6.0; ik-CA) AppleWebKit/533.20.3 (KHTML; like Gecko) Version/4.1 Safari/533.20.3,2022-03-11 17:57:58
179.184.125.138,Mozilla/5.0 (Windows CE; mhr-RU; rv:1.9.1.20) Gecko/2017-01-20 16:06:03 Firefox/14.0,2022-03-23 18:43:26
125.236.166.28,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),2022-03-05 15:34:17
141.170.164.28,Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML; like Gecko) Chrome/37.0.893.0 Safari/532.1,2022-03-14 13:06:44
99.122.147.61,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3; rv:1.9.4.20) Gecko/2020-04-10 06:37:57 Firefox/15.0,2022-03-14 11:18:28
168.130.54.87,Mozilla/5.0 (Android 6.0; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,2022-03-26 01:28:16
200.137.253.193,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0) AppleWebKit/536.2 (KHTML; like Gecko) Chrome/22.0.841.0 Safari/536.2,2022-03-08 10:53:11
62.233.26.167,Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.43.3 (KHTML; like Gecko) Version/5.1 Safari/534.43.3,2022-03-14 04:54:12
179.188.32.47,Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.8.4 (KHTML; like Gecko) Version/4.1 Safari/534.8.4,2022-03-08 23:28:44
138.28.127.59,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.1),2022-02-28 12:24:15
128.35.138.180,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/33.0.876.0 Safari/533.0,2022-03-06 01:53:35
83.160.94.238,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_1) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/41.0.836.0 Safari/533.0,2022-03-06 11:22:13
37.242.216.108,Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML; like Gecko) FxiOS/17.0o1012.0 Mobile/38H743 Safari/535.1,2022-03-29 07:34:31
197.143.252.84,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1),2022-03-12 17:59:02
167.22.215.247,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),2022-03-29 10:57:36
84.179.223.181,Mozilla/5.0 (Linux; Android 11) AppleWebKit/533.2 (KHTML; like Gecko) Chrome/17.0.842.0 Safari/533.2,2022-03-21 10:57:19
44.185.129.254,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4; rv:1.9.3.20) Gecko/2021-05-12 01:05:35 Firefox/3.8,2022-03-23 20:17:37
212.39.84.61,Opera/8.74.(Windows CE; mn-MN) Presto/2.9.186 Version/12.00,2022-03-18 00:56:20
205.27.244.80,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:5.0; eo-US) AppleWebKit/532.28.7 (KHTML; like Gecko) Version/5.0.5 Safari/532.28.7,2022-03-01 17:47:47
191.107.48.170,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),2022-03-14 10:29:50
146.118.61.164,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4) AppleWebKit/532.0 (KHTML; like Gecko) Chrome/51.0.803.0 Safari/532.0,2022-03-27 05:51:42
187.187.36.172,Opera/8.39.(Windows 98; Win 9x 4.90; nr-ZA) Presto/2.9.163 Version/11.00,2022-03-13 09:54:36
78.140.198.62,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_6; rv:1.9.5.20) Gecko/2015-06-05 06:00:27 Firefox/3.6.20,2022-03-10 06:25:39
81.32.113.175,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),2022-03-25 07:15:42
72.236.126.233,Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.33.4 (KHTML; like Gecko) Version/4.0 Safari/535.33.4,2022-03-12 03:36:50
191.177.54.63,Opera/8.81.(Windows NT 6.1; ig-NG) Presto/2.9.162 Version/11.00,2022-03-21 08:51:57
76.244.36.246,Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/37.0.846.0 Safari/533.1,2022-03-26 10:33:56
214.253.155.158,Opera/9.61.(Windows 98; ckb-IQ) Presto/2.9.186 Version/10.00,2022-03-11 14:37:33
83.116.149.246,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0 rv:2.0; gd-GB) AppleWebKit/535.31.3 (KHTML; like Gecko) Version/4.1 Safari/535.31.3,2022-03-14 07:53:36
187.208.216.233,Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.29.5 (KHTML; like Gecko) Version/4.0 Safari/533.29.5,2022-03-01 10:38:17
178.242.63.190,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2012-02-03 17:38:10 Firefox/3.6.1,2022-03-24 23:52:38
219.167.13.124,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_7; rv:1.9.6.20) Gecko/2019-10-21 09:26:28 Firefox/10.0,2022-03-05 19:09:14
139.14.42.27,Opera/8.35.(X11; Linux x86_64; eu-FR) Presto/2.9.161 Version/11.00,2022-03-16 01:02:33
89.226.189.35,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1 rv:2.0; az-AZ) AppleWebKit/531.29.3 (KHTML; like Gecko) Version/5.0.4 Safari/531.29.3,2022-03-09 19:44:13
15.142.208.244,Opera/8.62.(Windows NT 5.0; kok-IN) Presto/2.9.164 Version/10.00,2022-03-13 17:57:59
85.168.66.192,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5 rv:2.0; gez-ER) AppleWebKit/532.11.3 (KHTML; like Gecko) Version/5.0.5 Safari/532.11.3,2022-03-15 01:19:43
111.100.237.23,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/22.0.845.0 Safari/533.1,2022-03-07 15:51:51
87.80.75.182,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; bg-BG) AppleWebKit/533.1.3 (KHTML; like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.1.3,2022-03-20 22:26:51
51.239.162.133,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-11-26 01:46:57 Firefox/7.0,2022-03-16 01:56:10
56.149.202.139,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),2022-03-25 14:54:37
165.255.6.106,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/5.1),2022-03-25 15:33:46
220.13.20.125,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2016-01-03 21:01:19 Firefox/3.8,2022-03-22 20:30:00
146.181.151.217,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.1),2022-03-29 04:26:05
97.24.165.170,Opera/8.56.(X11; Linux i686; bn-IN) Presto/2.9.172 Version/12.00,2022-02-28 03:59:01
60.253.64.241,Mozilla/5.0 (Windows 95; pap-AW; rv:1.9.0.20) Gecko/2020-06-09 15:02:32 Firefox/10.0,2022-03-24 14:11:09
8.40.204.90,Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.41.7 (KHTML; like Gecko) Version/4.0.1 Safari/532.41.7,2022-03-24 04:36:00
83.226.149.188,Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/532.2 (KHTML; like Gecko) Chrome/60.0.878.0 Safari/532.2,2022-02-28 04:18:36
146.70.98.7,Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.1 (KHTML; like Gecko) Chrome/15.0.861.0 Safari/531.1,2022-03-05 12:03:18
58.154.211.72,Opera/8.15.(X11; Linux x86_64; unm-US) Presto/2.9.183 Version/10.00,2022-03-28 08:59:34
61.103.201.38,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2019-09-12 20:16:53 Firefox/3.8,2022-03-21 07:42:23
223.170.124.243,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2014-11-02 01:33:30 Firefox/15.0,2022-03-06 07:27:57
161.226.155.209,Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.45.2 (KHTML; like Gecko) Version/4.0.3 Safari/534.45.2,2022-03-04 22:33:57
81.14.28.104,Mozilla/5.0 (Windows CE; ja-JP; rv:1.9.1.20) Gecko/2014-03-02 22:43:01 Firefox/3.6.18,2022-03-18 16:00:50
67.49.51.62,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0),2022-03-02 11:23:56
70.234.144.106,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),2022-03-04 21:01:45
63.113.115.100,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2017-01-05 18:18:32 Firefox/3.8,2022-02-28 16:39:27
9.236.107.184,Opera/9.39.(Windows CE; lt-LT) Presto/2.9.180 Version/11.00,2022-03-18 07:30:33
28.158.254.17,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:4.0; et-EE) AppleWebKit/531.35.6 (KHTML; like Gecko) Version/4.0.2 Safari/531.35.6,2022-03-28 12:57:00
40.120.119.97,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),2022-03-29 08:18:04
103.3.223.231,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),2022-03-10 13:25:02
191.97.130.229,Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML; like Gecko) FxiOS/16.4e2073.0 Mobile/56R966 Safari/534.0,2022-03-15 12:18:27
120.27.143.236,Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML; like Gecko) Chrome/18.0.813.0 Safari/536.1,2022-03-16 05:55:15
101.159.126.245,Opera/9.74.(X11; Linux i686; ga-IE) Presto/2.9.172 Version/11.00,2022-03-24 23:35:29
186.155.170.123,Opera/9.50.(Windows 98; Win 9x 4.90; et-EE) Presto/2.9.166 Version/11.00,2022-03-18 04:07:36
53.250.131.59,Mozilla/5.0 (Windows NT 5.2; mni-IN; rv:1.9.0.20) Gecko/2020-09-10 15:46:59 Firefox/14.0,2022-03-28 22:34:05
145.35.104.223,Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/533.0 (KHTML; like Gecko) Chrome/60.0.819.0 Safari/533.0,2022-03-26 09:33:48
146.202.98.8,Opera/8.43.(Windows NT 5.0; om-ET) Presto/2.9.171 Version/10.00,2022-03-29 11:15:52
10.188.210.126,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/55.0.873.0 Safari/533.1,2022-03-19 02:03:56
66.158.28.138,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.0 (KHTML; like Gecko) Chrome/37.0.863.0 Safari/534.0,2022-03-20 06:52:58
13.155.144.69,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),2022-02-28 21:30:24
89.120.141.84,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.0),2022-03-25 05:18:40
121.3.148.22,Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/536.2 (KHTML; like Gecko) FxiOS/13.6o0026.0 Mobile/58N467 Safari/536.2,2022-03-03 04:11:14
170.13.140.119,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1),2022-03-21 10:30:47
140.30.130.198,Opera/9.86.(Windows 95; unm-US) Presto/2.9.188 Version/11.00,2022-03-25 17:27:48
123.240.88.25,Mozilla/5.0 (Android 3.2.5; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,2022-03-05 19:42:03
41.148.54.113,Opera/8.63.(X11; Linux i686; raj-IN) Presto/2.9.189 Version/12.00,2022-03-26 06:59:41
19.70.250.99,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1),2022-03-19 07:08:24
169.116.68.59,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.5.20) Gecko/2015-04-17 22:15:08 Firefox/3.8,2022-03-18 12:31:32
29.200.180.97,Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML; like Gecko) Chrome/46.0.834.0 Safari/533.1,2022-03-05 14:30:09
180.196.60.251,Opera/9.74.(Windows 98; he-IL) Presto/2.9.182 Version/12.00,2022-03-03 02:02:47
177.122.190.90,Mozilla/5.0 (Windows NT 5.0) AppleWebKit/531.2 (KHTML; like Gecko) Chrome/13.0.876.0 Safari/531.2,2022-03-06 12:00:21
37.166.145.111,Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML; like Gecko) FxiOS/11.8b0754.0 Mobile/97P522 Safari/536.2,2022-03-18 16:35:31
8.118.45.122,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; rw-RW) AppleWebKit/534.13.5 (KHTML; like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.13.5,2022-03-10 14:35:36
192.9.94.159,Opera/9.71.(X11; Linux x86_64; nso-ZA) Presto/2.9.180 Version/12.00,2022-03-29 03:07:21
73.249.249.213,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.0),2022-03-21 19:06:38
204.81.203.148,Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/534.1 (KHTML; like Gecko) CriOS/58.0.893.0 Mobile/63H899 Safari/534.1,2022-03-21 08:24:37
70.198.176.225,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_9 rv:3.0; sr-ME) AppleWebKit/534.35.2 (KHTML; like Gecko) Version/4.0.4 Safari/534.35.2,2022-03-20 09:38:12
192.13.228.197,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),2022-03-16 10:28:22
214.54.59.146,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0),2022-03-22 13:57:31
